OrderID,OrderDate,DeliveryDate,CustomerID,ProductID,LogisticsProvider,ShippingCost_EUR,IsReturned,ReturnReason
ORD-002165,2023-07-11,2023-07-12,cfd276367a24,PRD-0014,DHL,4.21,0,
ORD-002166,2023-12-29,2023-12-31,db861bab1e40,PRD-0050,DPD,4.91,0,
ORD-002167,2023-04-25,2023-04-27,b77ee237a99d,PRD-0027,DPD,4.95,0,
ORD-002168,2023-09-14,2023-09-17,39aca02bf8c0,PRD-0043,DPD,4.77,0,
ORD-002169,2023-05-05,2023-05-06,4521cef0af7b,PRD-0035,Hermes,5.36,0,
ORD-002170,2023-04-11,2023-04-12,fa5d05a1fbda,PRD-0029,DHL,3.51,0,
ORD-002171,2023-11-12,2023-11-19,59b9071f19ac,PRD-0022,Hermes,6.11,0,
ORD-002172,2023-04-17,2023-04-18,ff5ac746bfa2,PRD-0027,Hermes,4.05,0,
ORD-002173,2023-09-02,2023-09-05,faa2f6f03cc1,PRD-0033,DHL,5.14,0,
ORD-002174,2023-08-18,2023-08-19,210b5734e487,PRD-0021,DPD,6.0,0,
ORD-002175,2023-02-23,2023-02-24,873ac5b3a73f,PRD-0006,Hermes,6.12,0,
ORD-002176,2023-01-18,2023-01-19,9759761fbaf6,PRD-0033,DHL,6.39,0,
ORD-002177,2023-05-04,2023-05-07,86f6d149b736,PRD-0012,Hermes,4.67,0,
ORD-002178,2023-04-22,2023-04-25,3dccc84ce1e3,PRD-0002,DHL,4.48,0,
ORD-002179,2023-10-18,2023-10-19,2493564c4baa,PRD-0029,DHL,5.5,0,
ORD-002180,2023-08-05,2023-08-10,0ba853873b50,PRD-0039,Hermes,6.23,1,Passt nicht
ORD-002181,2023-08-23,2023-09-01,c407a7bcfaf0,PRD-0034,Hermes,7.03,0,
ORD-002182,2023-04-20,2023-04-23,ef585dfe39ff,PRD-0008,DPD,5.64,0,
ORD-002183,2023-09-27,2023-10-07,4778890e21f0,PRD-0029,Hermes,6.4,0,
ORD-002184,2023-04-21,2023-04-24,fd6f448a537c,PRD-0024,Hermes,5.26,0,
ORD-002185,2023-12-26,2023-12-27,3440e95f3c5a,PRD-0008,DHL,6.53,0,
ORD-002186,2023-05-08,2023-05-11,b21c28b39f88,PRD-0049,DHL,6.13,1,Gefällt nicht
ORD-002187,2023-03-29,2023-04-05,83aebe395a90,PRD-0016,Hermes,3.8,0,
ORD-002188,2023-07-19,2023-07-20,2120a826ced3,PRD-0046,Hermes,6.26,0,
ORD-002189,2023-02-05,2023-02-07,d92233347019,PRD-0029,DPD,5.88,0,
ORD-002190,2023-02-18,2023-02-21,35d823e07c4d,PRD-0009,DHL,4.38,0,
ORD-002191,2023-08-05,2023-08-13,a5c98f280d1f,PRD-0037,Hermes,4.72,0,
ORD-002192,2023-01-07,2023-01-09,bcece21f6f55,PRD-0029,DPD,4.09,1,Passt nicht
ORD-002193,2023-09-02,2023-09-10,0945de0f2c0f,PRD-0025,Hermes,4.09,0,
ORD-002194,2023-08-06,2023-08-09,09d35015c802,PRD-0017,Hermes,5.57,0,
ORD-002195,2023-02-16,2023-02-18,6a10969653f7,PRD-0040,DHL,5.85,0,
ORD-002196,2023-10-06,2023-10-08,a5db8e85ae4a,PRD-0021,DPD,7.2,0,
ORD-002197,2023-08-01,2023-08-03,204dcf7a5e26,PRD-0011,DPD,3.56,1,Gefällt nicht
ORD-002198,2023-08-20,2023-08-26,374f4987985f,PRD-0005,Hermes,5.93,1,Zu spät geliefert
ORD-002199,2023-06-01,2023-06-02,5bba74e19cfd,PRD-0008,DPD,5.34,0,
ORD-002200,2023-05-16,2023-05-19,2bec6db3684b,PRD-0041,DHL,6.63,0,
ORD-002201,2023-09-02,2023-09-03,b5cf574c72bc,PRD-0015,DPD,3.63,0,
ORD-002202,2023-05-17,2023-05-28,e5900af4dbd0,PRD-0007,Hermes,6.89,0,
ORD-002203,2023-07-25,2023-07-27,ef585dfe39ff,PRD-0006,DHL,4.49,0,
ORD-002204,2023-03-24,2023-03-27,3e16d8c02f6b,PRD-0048,DHL,6.93,0,
ORD-002205,2023-04-21,2023-04-23,35664c9c3f85,PRD-0045,DPD,7.42,0,
ORD-002206,2023-12-11,2023-12-12,23c746589c26,PRD-0036,Hermes,7.17,0,
ORD-002207,2023-11-22,2023-11-24,77ad1e6df746,PRD-0009,DPD,4.48,1,Gefällt nicht
ORD-002208,2023-11-25,2023-12-01,35d823e07c4d,PRD-0038,Hermes,6.04,0,
ORD-002209,2023-04-20,2023-04-22,c4b7b6daa6a5,PRD-0031,DHL,3.9,1,Passt nicht
ORD-002210,2023-10-23,2023-10-25,663295ff7da6,PRD-0014,DPD,5.83,1,Passt nicht
ORD-002211,2023-05-09,2023-05-11,89771a379f84,PRD-0008,DPD,4.28,0,
ORD-002212,2023-06-04,2023-06-06,ca7e4c1f97fd,PRD-0041,DPD,4.51,0,
ORD-002213,2023-06-07,2023-06-09,c407a7bcfaf0,PRD-0039,Hermes,5.56,1,Gefällt nicht
ORD-002214,2023-03-02,2023-03-04,c8264ff97bdf,PRD-0042,Hermes,6.21,1,Gefällt nicht
ORD-002215,2023-12-03,2023-12-05,0edb747c7064,PRD-0020,DPD,5.45,1,Gefällt nicht
ORD-002216,2023-03-07,2023-03-13,a7993303b392,PRD-0033,Hermes,6.19,0,
ORD-002217,2023-08-20,2023-08-23,0e5b577d82cd,PRD-0029,Hermes,4.27,0,
ORD-002218,2023-11-05,2023-11-06,5f53888bfcb6,PRD-0049,DHL,4.78,1,Gefällt nicht
ORD-002219,2023-09-24,2023-09-27,1c5539ac3471,PRD-0031,DHL,5.78,1,Passt nicht
ORD-002220,2023-05-25,2023-05-26,3f849035109e,PRD-0021,DHL,6.64,0,
ORD-002221,2023-02-28,2023-03-03,bfbae68bbec2,PRD-0011,DPD,6.11,1,Gefällt nicht
ORD-002222,2023-02-17,2023-02-19,4f57ae2ffeee,PRD-0027,DPD,4.55,0,
ORD-002223,2023-07-11,2023-07-18,67c33c684bbe,PRD-0020,Hermes,4.76,0,
ORD-002224,2023-08-28,2023-08-30,6e611f8bb26b,PRD-0028,DPD,3.52,0,
ORD-002225,2023-07-12,2023-07-14,871f8b4139ea,PRD-0026,DHL,6.72,0,
ORD-002226,2023-01-21,2023-01-22,2ca50b35ad33,PRD-0030,Hermes,6.15,0,
ORD-002227,2023-05-03,2023-05-11,3e16d8c02f6b,PRD-0019,Hermes,5.74,1,Zu spät geliefert
ORD-002228,2023-09-29,2023-10-02,b298bc334963,PRD-0014,DPD,4.6,0,
ORD-002229,2023-06-08,2023-06-10,05736a0d282c,PRD-0016,DHL,7.27,0,
ORD-002230,2023-05-28,2023-05-31,a70c9987374c,PRD-0031,DHL,7.34,0,
ORD-002231,2023-01-05,2023-01-07,09ced3b306bc,PRD-0032,DHL,5.84,0,
ORD-002232,2023-04-02,2023-04-05,713ba8f61f39,PRD-0007,DHL,5.25,1,Gefällt nicht
ORD-002233,2023-11-12,2023-11-13,50280c41c734,PRD-0008,Hermes,6.8,1,Zu spät geliefert
ORD-002234,2023-06-08,2023-06-10,a48886afbfd9,PRD-0010,DPD,5.75,0,
ORD-002235,2023-02-09,2023-02-12,a0a5027f3593,PRD-0016,Hermes,5.73,0,
ORD-002236,2023-11-11,2023-11-12,815d39d76d52,PRD-0019,DPD,6.98,1,Passt nicht
ORD-002237,2023-06-13,2023-06-15,61e80c53c02e,PRD-0046,DPD,4.94,0,
ORD-002238,2023-11-23,2023-11-24,6c32c594f20c,PRD-0029,DPD,4.41,1,Gefällt nicht
ORD-002239,2023-02-24,2023-02-27,0bb12f59fd75,PRD-0022,DHL,4.54,0,
ORD-002240,2023-05-01,2023-05-02,dde2a1a9d5df,PRD-0048,DHL,5.21,1,Zu spät geliefert
ORD-002241,2023-07-30,2023-08-02,ca7e4c1f97fd,PRD-0032,DHL,4.99,1,Falscher Artikel
ORD-002242,2023-06-14,2023-06-17,c0186f5bc743,PRD-0028,DHL,4.81,0,
ORD-002243,2023-01-12,2023-01-19,a0fba1a80fbc,PRD-0032,Hermes,5.76,0,
ORD-002244,2023-06-23,2023-06-26,ff5ac746bfa2,PRD-0036,DHL,5.55,0,
ORD-002245,2023-01-05,2023-01-07,e9c2bd64e52f,PRD-0006,DPD,7.47,0,
ORD-002246,2023-04-26,2023-04-28,1ee7c2736a4b,PRD-0005,DPD,5.36,0,
ORD-002247,2023-06-24,2023-06-27,dec2d92afa99,PRD-0048,DHL,4.23,0,
ORD-002248,2023-12-02,2023-12-05,59c230b0a5fb,PRD-0022,Hermes,7.29,0,
ORD-002249,2023-09-06,2023-09-17,dec2d92afa99,PRD-0002,Hermes,3.58,0,
ORD-002250,2023-03-01,2023-03-07,1b95f3d81212,PRD-0021,Hermes,6.57,0,
ORD-002251,2023-10-22,2023-10-25,034194b44a36,PRD-0030,DPD,6.79,0,
ORD-002252,2023-06-13,2023-06-16,dc0cd7f632bf,PRD-0023,DPD,6.59,0,
ORD-002253,2023-12-17,2023-12-18,69ccd9caa9d8,PRD-0020,DHL,7.28,1,Falscher Artikel
ORD-002254,2023-12-24,2023-12-27,fd6f448a537c,PRD-0050,DHL,4.81,1,Passt nicht
ORD-002255,2023-06-07,2023-06-08,b71b3ef9f857,PRD-0015,DPD,5.2,1,Passt nicht
ORD-002256,2023-01-07,2023-01-09,7f8781b8de7f,PRD-0015,DHL,3.99,1,Gefällt nicht
ORD-002257,2023-02-20,2023-02-22,c0aa67bccdba,PRD-0025,DHL,6.92,0,
ORD-002258,2023-03-18,2023-03-20,7bac92bd3853,PRD-0025,DHL,4.29,0,
ORD-002259,2023-05-18,2023-05-19,06ef72d7f8cf,PRD-0025,DPD,5.53,1,Gefällt nicht
ORD-002260,2023-11-07,2023-11-08,06e2f5f3cece,PRD-0047,DPD,4.34,0,
ORD-002261,2023-01-25,2023-01-28,156bf92e130e,PRD-0032,DPD,7.48,0,
ORD-002262,2023-05-23,2023-05-24,0dc43ad19079,PRD-0013,DHL,4.94,0,
ORD-002263,2023-07-15,2023-07-17,44b2ea3c07ba,PRD-0033,DHL,6.71,1,Gefällt nicht
ORD-002264,2023-05-22,2023-05-24,72a8fc4b3f4b,PRD-0007,Hermes,5.24,0,
ORD-002265,2023-01-11,2023-01-12,b0c234dacd05,PRD-0042,Hermes,7.0,1,Gefällt nicht
ORD-002266,2023-01-28,2023-01-31,db6dedca2e05,PRD-0018,DPD,3.68,0,
ORD-002267,2023-05-26,2023-05-29,8cb2516ad183,PRD-0016,DHL,4.12,1,Falscher Artikel
ORD-002268,2023-03-19,2023-03-20,87ba76f5d6ea,PRD-0031,DHL,4.34,0,
ORD-002269,2023-09-22,2023-09-24,7fbf9204dbdb,PRD-0043,Hermes,5.18,0,
ORD-002270,2023-01-02,2023-01-05,40c2ea9999c9,PRD-0034,DHL,6.17,0,
ORD-002271,2023-01-27,2023-01-28,17fb39050eb0,PRD-0008,DHL,4.72,0,
ORD-002272,2023-06-21,2023-06-28,e45c7aa60886,PRD-0024,Hermes,7.06,0,
ORD-002273,2023-03-31,2023-03-29,997decc5f01e,PRD-0048,DHL,6.55,1,Zu spät geliefert
ORD-002274,2023-09-21,2023-09-22,d0fbc5dd9ca1,PRD-0034,DHL,7.09,1,Beschädigt
ORD-002275,2023-10-09,2023-10-10,a9617bd36564,PRD-0027,DHL,5.36,0,
ORD-002276,2023-09-04,2023-09-05,0dc43ad19079,PRD-0035,Hermes,3.5,0,
ORD-002277,2023-02-05,2023-02-14,c061d6ecb41c,PRD-0031,Hermes,5.95,1,Zu spät geliefert
ORD-002278,2023-06-14,2023-06-16,0297a5f73d32,PRD-0007,Hermes,4.29,0,
ORD-002279,2023-07-13,2023-07-14,be09470a4786,PRD-0033,DHL,6.47,1,Passt nicht
ORD-002280,2023-11-11,2023-11-19,2bd03759e5df,PRD-0026,Hermes,6.42,1,Zu spät geliefert
ORD-002281,2023-02-06,2023-02-08,b50fdc718ebc,PRD-0022,DPD,5.58,0,
ORD-002282,2023-05-03,2023-05-05,6d21c5ea8f42,PRD-0018,DHL,6.14,0,
ORD-002283,2023-06-14,2023-06-17,b21c28b39f88,PRD-0048,DHL,5.04,0,
ORD-002284,2023-01-21,2023-01-22,b6d10b6a036a,PRD-0013,DHL,3.64,0,
ORD-002285,2023-05-15,2023-05-17,4cf5896cdd88,PRD-0016,DHL,5.79,0,
ORD-002286,2023-07-24,2023-07-27,2cb552c3de87,PRD-0023,DHL,7.38,0,
ORD-002287,2023-06-20,2023-06-22,5bdcbeb00ad0,PRD-0029,DHL,5.68,0,
ORD-002288,2023-08-11,2023-08-14,68b31dfb1b61,PRD-0048,Hermes,4.85,0,
ORD-002289,2023-01-25,2023-01-27,063985b5ff29,PRD-0012,Hermes,5.7,0,
ORD-002290,2023-05-26,2023-05-28,49b1338338e7,PRD-0007,DPD,4.55,0,
ORD-002291,2023-02-20,2023-03-03,0ecc199bf319,PRD-0024,Hermes,4.41,1,Zu spät geliefert
ORD-002292,2023-03-11,2023-03-14,175db0f629fd,PRD-0008,DHL,4.01,0,
ORD-002293,2023-04-10,2023-04-12,657f7140d89d,PRD-0020,Hermes,7.37,0,
ORD-002294,2023-04-28,2023-04-30,18c4413200a1,PRD-0033,DHL,7.04,0,
ORD-002295,2023-01-30,2023-02-02,d33a78d74e4f,PRD-0013,DHL,3.57,0,
ORD-002296,2023-03-23,2023-03-26,3dd5fa92ff54,PRD-0048,Hermes,6.94,0,
ORD-002297,2023-04-06,2023-04-08,ff53055637c2,PRD-0004,DPD,6.27,0,
ORD-002298,2023-08-18,2023-08-24,1c5539ac3471,PRD-0011,Hermes,6.94,0,
ORD-002299,2023-05-07,2023-05-08,17ec06c1973a,PRD-0049,DPD,7.32,0,
ORD-002300,2023-04-30,2023-05-01,17ac3876fd87,PRD-0013,Hermes,4.69,0,
ORD-002301,2023-06-21,2023-06-23,4a3003667bf7,PRD-0034,Hermes,7.25,0,
ORD-002302,2023-08-09,2023-08-12,c1c7a2848f40,PRD-0005,Hermes,3.74,1,Passt nicht
ORD-002303,2023-04-14,2023-04-16,fd7902f1976a,PRD-0009,DHL,6.56,0,
ORD-002304,2023-01-22,2023-01-23,20ec997f0456,PRD-0016,Hermes,4.27,0,
ORD-002305,2023-10-03,2023-10-04,79204e328122,PRD-0023,DHL,4.6,0,
ORD-002306,2023-05-26,2023-05-29,f4ec8620a252,PRD-0026,DHL,7.28,0,
ORD-002307,2023-04-13,2023-04-14,fe4d48720e99,PRD-0014,Hermes,3.54,0,
ORD-002308,2023-10-12,2023-10-23,68b31dfb1b61,PRD-0034,Hermes,6.14,0,
ORD-002309,2023-10-17,2023-10-20,9d5f179198bf,PRD-0008,DPD,4.11,0,
ORD-002310,2023-05-22,2023-05-24,884802d6725a,PRD-0049,DPD,7.3,0,
ORD-002311,2023-03-25,2023-03-26,a3106c759a3b,PRD-0025,Hermes,4.17,0,
ORD-002312,2023-02-07,2023-02-13,2f94e3143891,PRD-0045,Hermes,7.34,1,Falscher Artikel
ORD-002313,2023-09-22,2023-09-25,968238901c07,PRD-0024,DHL,6.31,0,
ORD-002314,2023-11-12,2023-11-15,48b014d38a4c,PRD-0027,DHL,6.87,1,Beschädigt
ORD-002315,2023-05-05,2023-05-08,dde3f5369231,PRD-0018,Hermes,6.85,0,
ORD-002316,2023-09-27,2023-09-28,cd0279635bf1,PRD-0023,DHL,4.47,1,Zu spät geliefert
ORD-002317,2023-12-23,2023-12-25,cd8b0209443f,PRD-0015,DPD,3.92,0,
ORD-002318,2023-07-01,2023-07-04,e487b9b9f3f8,PRD-0046,Hermes,5.93,0,
ORD-002319,2023-08-15,2023-08-16,19cab166e31b,PRD-0043,Hermes,6.67,0,
ORD-002320,2023-01-22,2023-01-23,8c8ee8a9a9ef,PRD-0007,DPD,4.94,1,Passt nicht
ORD-002321,2023-05-05,2023-05-07,4705fbb31f62,PRD-0046,DPD,6.37,0,
ORD-002322,2023-10-08,2023-10-10,fd6f448a537c,PRD-0023,DPD,5.79,0,
ORD-002323,2023-06-28,2023-07-01,364454046f73,PRD-0003,Hermes,7.13,0,
ORD-002324,2023-02-17,2023-02-18,897da0ff1fdc,PRD-0037,DHL,4.82,0,
ORD-002325,2023-08-11,2023-08-14,0945de0f2c0f,PRD-0027,DHL,7.06,0,
ORD-002326,2023-12-29,2023-12-31,79eb57c262b2,PRD-0044,Hermes,5.28,0,
ORD-002327,2023-10-13,2023-10-16,619165201926,PRD-0021,Hermes,6.67,0,
ORD-002328,2023-02-01,2023-02-04,f94a26a4bbdd,PRD-0036,DPD,5.11,0,
ORD-002329,2023-10-22,2023-10-24,edeb51cf4ea1,PRD-0050,DHL,4.84,0,
ORD-002330,2023-09-07,2023-09-08,5e8451fe3696,PRD-0035,DPD,4.72,0,
ORD-002331,2023-12-29,2024-01-01,051822a99641,PRD-0047,DHL,5.99,0,
ORD-002332,2023-07-23,2023-07-31,18961c2b26b0,PRD-0012,Hermes,6.72,0,
ORD-002333,2023-09-05,2023-09-06,c51f676b7202,PRD-0024,DHL,3.95,0,
ORD-002334,2023-08-12,2023-08-15,9124aad31df2,PRD-0020,DPD,4.68,0,
ORD-002335,2023-07-26,2023-07-28,0763c47e87fa,PRD-0035,DHL,3.8,0,
ORD-002336,2023-06-04,2023-06-07,93746af9a172,PRD-0006,DPD,6.15,0,
ORD-002337,2023-06-18,2023-06-21,bfbae68bbec2,PRD-0017,DHL,4.92,0,
ORD-002338,2023-10-16,2023-10-19,6b2a01940a1d,PRD-0025,DHL,7.05,0,
ORD-002339,2023-12-30,2023-12-31,97d6492e940c,PRD-0040,DPD,5.27,1,Passt nicht
ORD-002340,2023-04-27,2023-04-28,a3106c759a3b,PRD-0016,DPD,4.6,0,
ORD-002341,2023-11-26,2023-11-27,cd8b0209443f,PRD-0015,DPD,5.26,1,Passt nicht
ORD-002342,2023-10-07,2023-10-08,81314acefba0,PRD-0014,DHL,6.93,1,Passt nicht
ORD-002343,2023-06-07,2023-06-10,5fa3180aa5f5,PRD-0029,Hermes,5.15,0,
ORD-002344,2023-08-14,2023-08-16,b0c234dacd05,PRD-0034,DPD,7.05,0,
ORD-002345,2023-03-25,2023-03-27,c4c7cda08897,PRD-0025,DPD,7.43,0,
ORD-002346,2023-06-16,2023-06-23,7acac7cb4f65,PRD-0017,Hermes,4.93,0,
ORD-002347,2023-05-09,2023-05-11,d8c930c100f2,PRD-0045,DHL,7.45,0,
ORD-002348,2023-05-31,2023-06-01,61723dab929d,PRD-0035,DPD,6.33,1,Falscher Artikel
ORD-002349,2023-12-10,2023-12-13,4521cef0af7b,PRD-0021,DHL,4.89,0,
ORD-002350,2023-02-17,2023-02-18,e6067ab49e7c,PRD-0042,DPD,5.8,0,
ORD-002351,2023-08-04,2023-08-06,13e46c560187,PRD-0030,DPD,5.24,0,
ORD-002352,2023-04-02,2023-04-05,8c8ee8a9a9ef,PRD-0011,DHL,6.1,0,
ORD-002353,2023-03-17,2023-03-26,c51f676b7202,PRD-0023,Hermes,6.38,1,Zu spät geliefert
ORD-002354,2023-12-09,2023-12-10,7f89f7c20bec,PRD-0017,DPD,5.46,0,
ORD-002355,2023-05-06,2023-05-08,e526f66f6c08,PRD-0049,DHL,4.74,1,Gefällt nicht
ORD-002356,2023-10-05,2023-10-15,637ccb709f55,PRD-0044,Hermes,4.08,0,
ORD-002357,2023-08-24,2023-08-26,683091b0c9f2,PRD-0044,DPD,7.38,0,
ORD-002358,2023-07-12,2023-07-19,13e46c560187,PRD-0046,Hermes,5.62,0,
ORD-002359,2023-04-13,2023-04-14,07253018c7d0,PRD-0011,DPD,6.84,1,Passt nicht
ORD-002360,2023-09-01,2023-09-08,d4c40c6083d0,PRD-0042,Hermes,5.8,1,Gefällt nicht
ORD-002361,2023-09-18,2023-09-27,9f99f9396b9c,PRD-0044,Hermes,4.87,1,Zu spät geliefert
ORD-002362,2023-08-06,2023-08-07,05a078d470a8,PRD-0020,Hermes,5.5,0,
ORD-002363,2023-06-28,2023-07-03,02d7fcf7b78d,PRD-0017,Hermes,6.51,0,
ORD-002364,2023-06-03,2023-06-06,b5cf574c72bc,PRD-0017,DHL,3.74,1,Falscher Artikel
ORD-002365,2023-08-01,2023-08-02,4f648875299c,PRD-0007,DHL,5.62,0,
ORD-002366,2023-01-03,2023-01-13,94f6486963cd,PRD-0021,Hermes,6.94,0,
ORD-002367,2023-05-26,2023-05-29,ae868fa763a9,PRD-0012,DHL,4.23,0,
ORD-002368,2023-09-24,2023-09-27,6cd541597068,PRD-0023,DHL,5.9,0,
ORD-002369,2023-07-02,2023-07-05,181e7a971de3,PRD-0012,Hermes,5.53,0,
ORD-002370,2023-01-20,2023-01-23,55e28e9559e9,PRD-0029,DHL,6.73,1,Passt nicht
ORD-002371,2023-10-27,2023-10-29,c34ae14ba20f,PRD-0019,DHL,5.86,0,
ORD-002372,2023-03-14,2023-03-15,95879f7848a2,PRD-0007,Hermes,7.18,0,
ORD-002373,2023-04-05,2023-04-08,dfc49371921b,PRD-0030,DPD,6.64,0,
ORD-002374,2023-10-17,2023-10-20,eaae01966a84,PRD-0008,DPD,4.96,1,Gefällt nicht
ORD-002375,2023-09-27,2023-09-29,86f6d149b736,PRD-0032,DHL,7.17,1,Passt nicht
ORD-002376,2023-07-05,2023-07-08,d42b50263f66,PRD-0031,DPD,5.86,0,
ORD-002377,2023-11-26,2023-11-29,b0c234dacd05,PRD-0034,DHL,7.15,0,
ORD-002378,2023-07-04,2023-07-07,3f37d071d051,PRD-0037,DPD,6.53,0,
ORD-002379,2023-11-08,2023-11-15,b3cd19da7738,PRD-0013,Hermes,6.01,1,Zu spät geliefert
ORD-002380,2023-10-11,2023-10-12,3c39f0cef709,PRD-0028,Hermes,4.79,0,
ORD-002381,2023-02-04,2023-02-06,2cb552c3de87,PRD-0040,Hermes,4.65,0,
ORD-002382,2023-07-30,2023-08-02,873ac5b3a73f,PRD-0045,DHL,4.25,0,
ORD-002383,2023-04-14,2023-04-17,46eff0f99985,PRD-0020,DPD,5.67,0,
ORD-002384,2023-04-05,2023-04-06,90afb8c8cd4d,PRD-0021,DPD,3.69,0,
ORD-002385,2023-11-29,2023-12-01,38424fe833d6,PRD-0025,DHL,3.71,0,
ORD-002386,2023-01-03,2023-01-06,fa5d05a1fbda,PRD-0044,Hermes,5.53,0,
ORD-002387,2023-11-09,2023-11-10,817685a6fc07,PRD-0045,DHL,7.07,1,Gefällt nicht
ORD-002388,2023-09-07,2023-09-10,e04a43e94370,PRD-0021,DHL,4.33,0,
ORD-002389,2023-02-08,2023-02-09,d8c6eb9296b5,PRD-0040,DHL,4.32,0,
ORD-002390,2023-08-07,2023-08-08,989608d8299d,PRD-0008,Hermes,7.16,0,
ORD-002391,2023-03-14,2023-03-22,d92233347019,PRD-0012,Hermes,4.07,1,Zu spät geliefert
ORD-002392,2023-03-05,2023-03-07,61723dab929d,PRD-0040,DPD,5.19,0,
ORD-002393,2023-01-10,2023-01-12,01e26e099605,PRD-0046,DPD,7.01,0,
ORD-002394,2023-08-23,2023-09-02,06726ca8eb1e,PRD-0018,Hermes,6.87,0,
ORD-002395,2023-05-20,2023-05-22,723a77d2c86b,PRD-0050,Hermes,5.08,0,
ORD-002396,2023-06-17,2023-06-18,a86478876429,PRD-0050,Hermes,3.96,1,Passt nicht
ORD-002397,2023-07-09,2023-07-10,b2d49550cf02,PRD-0032,DHL,4.17,0,
ORD-002398,2023-04-04,2023-04-07,7fbf9204dbdb,PRD-0017,DPD,5.09,0,
ORD-002399,2023-03-26,2023-04-02,140a54e27a67,PRD-0019,Hermes,7.04,0,
ORD-002400,2023-03-15,2023-03-17,cd2c51f526bd,PRD-0006,DPD,5.57,0,
ORD-002401,2023-11-27,2023-12-02,c3fcbe5dfa7d,PRD-0031,Hermes,4.24,0,
ORD-002402,2023-11-14,2023-11-15,69c7f59f0b65,PRD-0045,DHL,4.98,0,
ORD-002403,2023-02-25,2023-02-28,84ba34358ea2,PRD-0010,Hermes,5.51,0,
ORD-002404,2023-09-26,2023-09-29,ff5ac746bfa2,PRD-0013,DHL,5.78,0,
ORD-002405,2023-10-02,2023-10-04,9f99f9396b9c,PRD-0010,Hermes,4.3,0,
ORD-002406,2023-08-23,2023-08-31,0e29f3ef6c8e,PRD-0004,Hermes,4.4,1,Zu spät geliefert
ORD-002407,2023-09-29,2023-10-02,e181ef26b77f,PRD-0013,Hermes,3.78,1,Zu spät geliefert
ORD-002408,2023-07-06,2023-07-08,b4429a4861f6,PRD-0039,DPD,-4.07,0,
ORD-002409,2023-03-24,2023-03-25,e11ba68c2897,PRD-0021,DHL,5.14,0,
ORD-002410,2023-11-02,2023-11-05,625a58a0970a,PRD-0002,DPD,7.23,0,
ORD-002411,2023-09-23,2023-09-24,a5c98f280d1f,PRD-0003,DHL,3.52,0,
ORD-002412,2023-02-21,2023-02-23,c3c2603b2d70,PRD-0037,DHL,3.98,0,
ORD-002413,2023-03-23,2023-03-24,619e59062a45,PRD-0049,DPD,3.8,0,
ORD-002414,2023-08-08,2023-08-11,22583b4a1b25,PRD-0031,DPD,6.24,0,
ORD-002415,2023-12-01,2023-12-02,294350c9a8bc,PRD-0029,DPD,5.95,0,
ORD-002416,2023-06-07,2023-06-09,5f4d71e13498,PRD-0041,Hermes,5.65,0,
ORD-002417,2023-04-23,2023-04-25,93b0a87d8f34,PRD-0015,DHL,4.2,0,
ORD-002418,2023-04-11,2023-04-16,afeee7d6a9ec,PRD-0025,Hermes,4.7,0,
ORD-002419,2023-01-16,2023-01-19,024a96c9fa45,PRD-0030,Hermes,7.45,0,
ORD-002420,2023-03-14,2023-03-15,434ffda97134,PRD-0041,Hermes,5.17,0,
ORD-002421,2023-12-04,2023-12-06,3dd5fa92ff54,PRD-0029,Hermes,4.03,1,Gefällt nicht
ORD-002422,2023-08-06,2023-08-07,c5dd3a786081,PRD-0014,DHL,5.77,0,
ORD-002423,2023-12-24,2023-12-27,c0aa67bccdba,PRD-0047,DPD,5.35,0,
ORD-002424,2023-02-21,2023-02-23,f1d915ccea6a,PRD-0049,Hermes,5.38,1,Passt nicht
ORD-002425,2023-05-06,2023-05-08,bbd2ef18044f,PRD-0042,Hermes,6.98,0,
ORD-002426,2023-04-04,2023-04-05,801e3483ff30,PRD-0004,DHL,6.14,1,Passt nicht
ORD-002427,2023-10-24,2023-10-25,887a73cb94dc,PRD-0034,Hermes,5.04,1,Gefällt nicht
ORD-002428,2023-03-05,2023-03-08,637b31314b2c,PRD-0012,Hermes,6.06,0,
ORD-002429,2023-11-13,2023-11-15,4a5d98f6b886,PRD-0013,DHL,4.48,0,
ORD-002430,2023-06-03,2023-06-05,84ba34358ea2,PRD-0009,Hermes,5.62,0,
ORD-002431,2023-12-30,2023-12-31,4caf20248c79,PRD-0003,DPD,3.84,0,
ORD-002432,2023-11-09,2023-11-16,22579d7e20eb,PRD-0004,Hermes,4.1,1,Zu spät geliefert
ORD-002433,2023-12-14,2023-12-16,063b9654188d,PRD-0020,DHL,4.76,0,
ORD-002434,2023-06-28,2023-06-30,f2344e0a11b7,PRD-0029,Hermes,6.71,1,Passt nicht
ORD-002435,2023-05-27,2023-05-29,563748058fe6,PRD-0010,DHL,5.14,1,Falscher Artikel
ORD-002436,2023-08-28,2023-08-30,3deb8e72056c,PRD-0036,DPD,4.62,0,
ORD-002437,2023-11-30,2023-12-03,b0c234dacd05,PRD-0016,DHL,7.14,0,
ORD-002438,2023-08-19,2023-08-20,200a2290a9f2,PRD-0049,DHL,5.39,0,
ORD-002439,2023-09-11,2023-09-14,6a10969653f7,PRD-0011,DHL,6.77,0,
ORD-002440,2023-03-14,2023-03-17,1885ebd4660c,PRD-0029,DPD,7.38,1,Passt nicht
ORD-002441,2023-04-11,2023-04-13,374f4987985f,PRD-0043,DPD,7.45,0,
